,Age,Country,Plays,Wikipedia,Current Rank,Best Rank,Name,Backhand,Prize Money,Height,Favorite Surface,Turned Pro,Seasons,Active,Current Elo Rank,Best Elo Rank,Peak Elo Rating,Last Appearance,Titles,GOAT Rank,Best Season,Retired,Masters,Birthplace,Residence,Weight,Coach,Facebook,Twitter,Nicknames,Grand Slams,Davis Cups,Web Site,Team Cups,Olympics,Weeks at No. 1,Tour Finals
449,27 (24-04-1992),Italy,,Wikipedia,423 (79),355 (05-11-2018),Fabrizio Ornago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,21 (21-01-1999),Poland,Right-handed,Wikipedia,401 (85),401 (13-01-2020),Kacper Zuk,,,,,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,
451,24 (17-02-1995),Portugal,Left-handed,Wikipedia,273 (155),194 (25-12-2017),Goncalo Oliveira,Two-handed,"$295,289",,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,24 (18-03-1995),Portugal,Left-handed,Wikipedia,198 (250),174 (11-11-2019),Frederico Ferreira Silva,Two-handed,"$205,414",,Clay 100%,2010,5,,,200 (07-05-2018),1670 (07-05-2018),30-04-2018,,,,2018,,,,,,,,,,,,,,,
453,21 (21-12-1998),United States,Right-handed,Wikipedia,181 (278),181 (13-01-2020),Jeffrey John Wolf,Two-handed,"$53,182",,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,20 (15-03-1999),Spain,,Wikipedia,414 (82),390 (26-08-2019),Nikolas Sanchez Izquierdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,25 (06-02-1994),Argentina,,Wikipedia,376 (99),255 (21-05-2018),Hernan Casanova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,34 (01-01-1986),Uruguay,Right-handed,Wikipedia,46 (1097),19 (15-08-2016),Pablo Cuevas,One-handed,"US$8,480,383",180 cm,Clay 33%,2004,16,Yes,81 (1856),26 (09-05-2016),2004 (15-05-2017),12-01-2020,6,222 (9),2016,,,,,,,,,,,,,,,,
457,24 (19-06-1995),Serbia,Right-handed,Wikipedia,156 (334),137 (13-05-2019),Nikola Milojevic,Two-handed,"$387,165",,,,2,Yes,,,,14-10-2019,,,,,,,,,,,,,,,,,,,
458,21 (13-02-1998),Italy,Right-handed,Wikipedia,233 (205),212 (27-08-2018),Gian Marco Moroni,One-handed,"$108,282",,,,1,Yes,,,,22-07-2019,,,,,,,,,,,,,,,,,,,
459,19 (26-10-2000),United States,Right-handed,Wikipedia,275 (153),266 (25-11-2019),Jenson Brooksby,Two-handed,"US$ 178,504",,,,2,Yes,,,,26-08-2019,,,,,,,,,,,,,,,,,,,
460,35 (27-12-1984),France,Right-handed,Wikipedia,61 (890),6 (05-01-2009),Gilles Simon,Two-handed,"US$ 14,773,644  41st all-time leader in earnings",183 cm,All-Rounder 2%,2002,17,Yes,63 (1894),9 (02-02-2009),2124 (02-02-2009),12-01-2020,14,106 (29),2008,,,,,,,,,,,1,,,,,
461,26 (24-07-1993),United States,Right-handed,Wikipedia,107 (521),102 (18-11-2019),Marcos Giron,Two-handed,"$475,660",,Hard 100%,2014,3,Yes,167 (1712),166 (09-09-2019),1712 (09-09-2019),26-08-2019,,,,,,,,,,,,,,,,,,,
462,30 (26-05-1989),Italy,Right-handed,Wikipedia,114 (484),70 (18-09-2017),Thomas Fabbiano,Two-handed,"US$1,805,758",,Grass 50%,2005,8,Yes,117 (1799),100 (15-07-2019),1840 (15-07-2019),14-10-2019,,,,,,,,,,,,,,,,,,,
463,21 (03-04-1998),Australia,Right-handed,Wikipedia,216 (221),208 (18-06-2018),Max Purcell,Two-handed,"$284,329",,,,1,,,,,11-06-2018,,,,2018,,,,,,,,,,,,,,,
464,22 (02-06-1997),Canada,Left-handed,Wikipedia,208 (233),206 (11-11-2019),Alejandro Tabilo,Two-handed,"$82,413",,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,22 (15-06-1997),Czech Republic,,Wikipedia,354 (110),332 (07-10-2019),Vit Kopriva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,27 (26-01-1993),Spain,Right-handed,Wikipedia,490 (62),171 (09-10-2017),Ricardo Ojeda Lara,Two-handed,"$210,006",,,,1,,,,,30-04-2018,,,,2018,,,,,,,,,,,,,,,
467,29 (27-12-1990),Canada,Right-handed,Wikipedia,35 (1305),3 (21-11-2016),Milos Raonic,Two-handed,"US$ 18,879,855  24th all-time leader in earnings",196 cm,"Fast (H, G) 13%",2008,12,Yes,21 (2048),5 (11-07-2016),2269 (11-07-2016),06-01-2020,8,68 (51),2016,,,"Podgorica, Montenegro","Monte Carlo, Monaco",98 kg,Goran Ivanisevic,MilosRaonicOfficial,@milosraonic,"Missile, Sleeve",,,milosraonicofficial.com,,,,
468,24 (02-06-1995),Serbia,Right-handed,Wikipedia,40 (1185),27 (10-06-2019),Laslo Djere,Two-handed,"US$1,965,163",,Clay 58%,2013,7,Yes,95 (1836),55 (10-06-2019),1913 (10-06-2019),12-01-2020,1,400 (2),2019,,,,,,,,,,,,,,,,
469,23 (26-03-1996),France,Right-handed,Wikipedia,500 (58),226 (17-09-2018),Johan Sebastien Tatlot,Two-handed,"$129,874",,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,23 (12-01-1997),Spain,Right-handed,Wikipedia,210 (226),196 (06-01-2020),Bernabe Zapata Miralles,Two-handed,"$150,833",,,,2,Yes,,,,15-07-2019,,,,,,,,,,,,,,,,,,,
471,24 (07-02-1995),United States,,Wikipedia,493 (61),486 (13-01-2020),Gage Brymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,28 (13-11-1991),Germany,Right-handed,Wikipedia,167 (302),99 (16-07-2018),Yannick Hanfmann,Two-handed,"US$484,561",,Clay 100%,2015,3,Yes,,102 (31-07-2017),1827 (31-07-2017),22-07-2019,,,,,,,,,,,,,,,,,,,
473,34 (17-06-1985),Cyprus,Right-handed,Wikipedia,179 (279),8 (21-08-2006),Marcos Baghdatis,Two-handed,"$8,918,917",183 cm,"Fast (H, G) 26%",2003,16,,74 (1869),9 (20-08-2007),2098 (18-02-2008),01-07-2019,4,169 (15),2006,2019,,,,,,,,,,,,,,,
474,26 (29-06-1993),Brazil,Right-handed,Wikipedia,298 (136),292 (13-01-2020),Pedro Sakamoto,Two-handed,"$105,238",,,,1,Yes,,,,25-02-2019,,,,,,,,,,,,,,,,,,,
475,21 (27-11-1998),Italy,,Wikipedia,485 (63),389 (24-06-2019),Jacopo Berrettini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,25 (21-09-1994),France,,Wikipedia,353 (110),276 (12-08-2019),Baptiste Crepatte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,24 (05-05-1995),Italy,Right-handed,Wikipedia,289 (140),289 (20-01-2020),Andrea Vavassori,One-handed,"$108,984",,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,25 (24-08-1994),France,Right-handed,Wikipedia,486 (63),465 (19-08-2019),Robert Quentin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,18 (03-08-2001),United States,Right-handed,Wikipedia,360 (107),355 (13-01-2020),Brandon Nakashima,Two-handed,"$31,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,27 (27-10-1992),Russian Federation,Right-handed,Wikipedia,207 (233),136 (02-07-2018),Alexey Vatutin,Two-handed,"$310,368",,,,2,Yes,,,,16-09-2019,,,,,,,,,,,,,,,,,,,
481,23 (03-10-1996),China,Right-handed,Wikipedia,365 (105),365 (06-01-2020),Fajing Sun,Two-handed,"$69,581",,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,29 (16-10-1990),United States,Right-handed,Wikipedia,351 (110),189 (13-07-2015),Daniel Nguyen,Two-handed,"$185,586",,,2013,,,,,,,,,,,,,,,,,,,,,,,,,
483,26 (17-01-1994),Belgium,Right-handed,Wikipedia,334 (116),314 (12-08-2019),Jeroen Vanneste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,22 (20-01-1998),United States,Right-handed,Wikipedia,50 (1050),29 (11-02-2019),Frances Tiafoe,Two-handed,"US$3,304,117",,"Fast (H, G) 17%",2015,7,Yes,70 (1885),36 (13-05-2019),1962 (28-01-2019),13-01-2020,1,400 (2),2018,,,,,,,,,,,,,,,,
485,32 (14-01-1988),Belgium,Left-handed,Wikipedia,260 (172),84 (28-09-2015),Ruben Bemelmans,Two-handed,"$2,013,015",,None 10%,2006,11,Yes,,82 (14-02-2018),1859 (13-02-2018),01-07-2019,,,,,,,,,,,,,,,,,,,
486,23 (03-05-1996),Japan,Left-handed,Wikipedia,429 (75),343 (29-04-2019),Makoto Ochi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,24 (27-09-1995),Japan,Left-handed,Wikipedia,71 (797),58 (20-03-2017),Yoshihito Nishioka,Two-handed,"$1,703,096",,Hard 51%,,7,Yes,44 (1952),43 (10-01-2020),1952 (10-01-2020),28-10-2019,1,489 (1),2018,,,,,,,,,,,,,,,,
488,24 (04-07-1995),Canada,Right-handed,Wikipedia,103 (534),92 (19-08-2019),Brayden Schnur,Two-handed,"US$414,637",,Hard 100%,2016,4,Yes,186 (1627),161 (18-02-2019),1733 (18-02-2019),14-10-2019,,,,,,,,,,,,,,,,,,,
489,18 (08-08-2001),"Taiwan, Province of China",Right-handed,Wikipedia,299 (135),299 (06-01-2020),Chun Hsin Tseng,Two-handed,"$12,756",,,,2,Yes,,,,18-03-2019,,,,,,,,,,,,,,,,,,,
490,28 (12-07-1991),Bosnia and Herzegovina,Right-handed,Wikipedia,292 (138),74 (19-02-2018),Mirza Basic,Two-handed,"US$1,048,314",,Hard 29%,2008,7,Yes,143 (1764),57 (12-02-2018),1904 (12-02-2018),04-02-2019,1,489 (1),2018,,,,,,,,,,,,,,,,
491,26 (28-07-1993),Bulgaria,Right-handed,Wikipedia,324 (120),249 (24-12-2018),Dimitar Kuzmanov,Two-handed,"US$ 132,871",,Hard 100%,2009,8,Yes,180 (1679),179 (10-01-2020),1679 (10-01-2020),04-02-2019,,,,,,,,,,,,,,,,,,,
492,31 (20-01-1989),Ecuador,Left-handed,Wikipedia,310 (128),281 (15-06-2015),Gonzalo Escobar,Two-handed,"$178,317",,,,5,,,,,01-02-2016,,,,2016,,,,,,,,,,,,,,,
493,32 (19-10-1987),India,Right-handed,Wikipedia,416 (81),137 (12-09-2016),Saketh Myneni,Two-handed,"$354,975",,,,3,,,,,02-01-2017,,,,2017,,,,,,,,,,,,,,,
494,20 (31-01-1999),Russian Federation,Right-handed,Wikipedia,397 (89),394 (18-11-2019),Artem Dubrivnyy,Two-handed,"$40,724",,,,1,Yes,,,,14-10-2019,,,,,,,,,,,,,,,,,,,
495,20 (13-04-1999),France,Right-handed,Wikipedia,382 (95),380 (11-11-2019),Dan Added,Two-handed,"$57,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,26 (03-09-1993),Austria,Right-handed,Wikipedia,5 (5890),4 (06-11-2017),Dominic Thiem,One-handed,"$22,132,368 15th all-time leader in earnings",185 cm,Clay 41%,2011,10,Yes,6 (2188),5 (18-11-2019),2211 (18-11-2019),11-11-2019,16,58 (58),2019,,1,"Wiener Neustadt, Austria","Lichtenworth, Austria",82 kg,Gunter Bresnik,1.Dominic.Thiem,@ThiemDomi,Dominator,,,dominicthiem.tennis,,,,
497,23 (14-03-1996),Netherlands,Left-handed,Wikipedia,495 (60),342 (05-08-2019),Gijs Brouwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,24 (17-05-1995),Ukraine,,Wikipedia,419 (81),419 (20-01-2020),Vladyslav Orlov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,22 (26-03-1997),Tunisia,Left-handed,Wikipedia,451 (69),408 (24-12-2018),Aziz Dougaz,Two-handed,"$61,984",,,,2,,,,,,,,,,,,,,,,,,,,,,,,
